,pmid,Dataset,Real label,times_correct,times_test,CorrectlyClassified
2802,21245207,2000V2_1103,Not Relevant,35,35,100.0
362,2561331,random_1000_pmids,Not Relevant,48,48,100.0
2600,19360353,random_1000_pmids,Not Relevant,27,27,100.0
2728,20471831,pk_random,Not Relevant,42,42,100.0
2729,20492294,2000V2_1103,Not Relevant,40,40,100.0
2730,20498559,2000V2_1103,Not Relevant,45,45,100.0
2731,20532429,2000V2_1103,Not Relevant,43,43,100.0
334,2379173,2000V2_1103,Relevant,33,33,100.0
2733,20552706,random_1000_pmids,Not Relevant,37,37,100.0
2734,20555328,pk_random,Not Relevant,38,38,100.0
2735,20563655,random_1000_pmids,Not Relevant,32,32,100.0
2736,20571610,random_1000_pmids,Not Relevant,45,45,100.0
2727,20424769,2000V2_1103,Not Relevant,40,40,100.0
2737,20573569,random_1000_pmids,Relevant,35,35,100.0
2739,20605296,pk_random,Not Relevant,35,35,100.0
2740,20632009,pk_random,Not Relevant,37,37,100.0
2741,20633025,random_1000_pmids,Not Relevant,37,37,100.0
2742,20637790,2000V2_1103,Not Relevant,30,30,100.0
2743,20650915,2000V2_1103,Not Relevant,49,49,100.0
2744,20660670,random_1000_pmids,Relevant,45,45,100.0
2745,20669331,2000V2_1103,Not Relevant,47,47,100.0
2746,20685614,random_1000_pmids,Relevant,42,42,100.0
2747,20705615,pk_random,Relevant,45,45,100.0
2738,20576405,2000V2_1103,Not Relevant,46,46,100.0
2726,20411598,2000V2_1103,Not Relevant,49,49,100.0
2725,20408309,pk_random,Not Relevant,35,35,100.0
2724,20407482,random_1000_pmids,Not Relevant,44,44,100.0
342,2428440,2000V2_1103,Not Relevant,38,38,100.0
2703,20172073,2000V2_1103,Not Relevant,32,32,100.0
2704,20175526,2000V2_1103,Not Relevant,34,34,100.0
2705,20180933,2000V2_1103,Relevant,31,31,100.0
341,2426259,pk_random,Not Relevant,33,33,100.0
340,2418259,2000V2_1103,Not Relevant,35,35,100.0
2709,20205193,random_1000_pmids,Not Relevant,34,34,100.0
2710,20205659,2000V2_1103,Not Relevant,40,40,100.0
339,2392456,random_1000_pmids,Not Relevant,37,37,100.0
2712,20214592,pk_random,Not Relevant,51,51,100.0
336,2387499,pk_random,Not Relevant,38,38,100.0
2714,20232903,pk_random,Not Relevant,40,40,100.0
2715,20298768,2000V2_1103,Not Relevant,40,40,100.0
2716,20332264,random_1000_pmids,Not Relevant,41,41,100.0
2717,20333502,random_1000_pmids,Not Relevant,24,24,100.0
2718,20351346,2000V2_1103,Not Relevant,38,38,100.0
335,2379385,pk_random,Relevant,40,40,100.0
2720,20381112,pk_random,Not Relevant,41,41,100.0
2721,20385854,2000V2_1103,Relevant,36,36,100.0
2722,20398037,random_1000_pmids,Relevant,41,41,100.0
2723,20406307,pk_random,Not Relevant,30,30,100.0
2748,20708933,pk_random,Not Relevant,42,42,100.0
2749,20712521,2000V2_1103,Not Relevant,37,37,100.0
2750,20720434,2000V2_1103,Not Relevant,44,44,100.0
2751,20721467,random_1000_pmids,Not Relevant,51,51,100.0
2779,21075960,2000V2_1103,Not Relevant,37,37,100.0
2780,21083005,pk_random,Not Relevant,33,33,100.0
330,2369812,2000V2_1103,Not Relevant,41,41,100.0
2782,21090793,2000V2_1103,Not Relevant,46,46,100.0
329,2361265,pk_random,Not Relevant,37,37,100.0
3176,24460510,2000V2_1103,Not Relevant,35,35,100.0
2785,21118722,pk_random,Not Relevant,32,32,100.0
2786,21121359,2000V2_1103,Not Relevant,36,36,100.0
2787,21121374,2000V2_1103,Not Relevant,33,33,100.0
2788,21122820,2000V2_1103,Not Relevant,46,46,100.0
327,2360333,2000V2_1103,Relevant,49,49,100.0
2790,21145740,2000V2_1103,Not Relevant,29,29,100.0
2792,21158450,2000V2_1103,Not Relevant,41,41,100.0
2793,21169406,pk_random,Not Relevant,40,40,100.0
2794,21181152,random_1000_pmids,Not Relevant,45,45,100.0
326,2353935,2000V2_1103,Not Relevant,36,36,100.0
2796,21188114,random_1000_pmids,Not Relevant,40,40,100.0
2797,21191392,2000V2_1103,Not Relevant,38,38,100.0
2798,21191714,2000V2_1103,Not Relevant,45,45,100.0
2799,21219433,random_1000_pmids,Not Relevant,32,32,100.0
2800,21221068,2000V2_1103,Not Relevant,32,32,100.0
2778,21062740,pk_random,Not Relevant,31,31,100.0
2701,20165896,pk_random,Not Relevant,33,33,100.0
2777,21056810,pk_random,Not Relevant,34,34,100.0
2775,21046203,2000V2_1103,Not Relevant,44,44,100.0
2752,20807961,pk_random,Not Relevant,42,42,100.0
2753,20811008,2000V2_1103,Not Relevant,40,40,100.0
2754,20811132,2000V2_1103,Not Relevant,50,50,100.0
2755,20837299,pk_random,Relevant,43,43,100.0
2756,20838679,2000V2_1103,Not Relevant,58,58,100.0
2757,20849319,2000V2_1103,Not Relevant,31,31,100.0
2758,20850524,pk_random,Not Relevant,44,44,100.0
2759,20858701,2000V2_1103,Not Relevant,39,39,100.0
333,2378784,random_1000_pmids,Not Relevant,45,45,100.0
2761,20921955,random_1000_pmids,Not Relevant,43,43,100.0
2762,20936439,random_1000_pmids,Not Relevant,40,40,100.0
2763,20936483,2000V2_1103,Not Relevant,44,44,100.0
332,2377947,2000V2_1103,Not Relevant,47,47,100.0
2765,20942834,2000V2_1103,Not Relevant,28,28,100.0
2766,20945912,random_1000_pmids,Not Relevant,46,46,100.0
2767,20947070,pk_random,Not Relevant,40,40,100.0
2768,20957217,2000V2_1103,Not Relevant,41,41,100.0
2769,20958008,2000V2_1103,Not Relevant,39,39,100.0
2770,20965901,2000V2_1103,Not Relevant,42,42,100.0
331,2374330,random_1000_pmids,Not Relevant,42,42,100.0
2773,21037444,2000V2_1103,Not Relevant,40,40,100.0
2776,21052564,2000V2_1103,Not Relevant,42,42,100.0
2599,19344240,random_1000_pmids,Not Relevant,39,39,100.0
2700,20150450,random_1000_pmids,Relevant,44,44,100.0
2698,20133148,random_1000_pmids,Not Relevant,51,51,100.0
2626,19557506,2000V2_1103,Not Relevant,36,36,100.0
2627,19558233,2000V2_1103,Not Relevant,39,39,100.0
2628,19573733,2000V2_1103,Not Relevant,39,39,100.0
356,2523878,pk_random,Not Relevant,46,46,100.0
2630,19594759,2000V2_1103,Relevant,38,38,100.0
2631,19595589,2000V2_1103,Not Relevant,42,42,100.0
2632,19609714,2000V2_1103,Not Relevant,38,38,100.0
2633,19610038,pk_random,Not Relevant,49,49,100.0
2634,19623836,random_1000_pmids,Not Relevant,40,40,100.0
2625,19555240,2000V2_1103,Not Relevant,49,49,100.0
2635,19630062,2000V2_1103,Not Relevant,37,37,100.0
2637,19635962,random_1000_pmids,Relevant,48,48,100.0
2639,19639240,pk_random,Not Relevant,36,36,100.0
2640,19660005,2000V2_1103,Relevant,35,35,100.0
355,2521890,random_1000_pmids,Not Relevant,45,45,100.0
2642,19694745,pk_random,Not Relevant,41,41,100.0
2643,19696237,random_1000_pmids,Not Relevant,44,44,100.0
2644,19707043,pk_random,Not Relevant,38,38,100.0
354,2516617,2000V2_1103,Not Relevant,44,44,100.0
2646,19728561,random_1000_pmids,Relevant,32,32,100.0
2636,19634181,random_1000_pmids,Not Relevant,42,42,100.0
2624,19551499,2000V2_1103,Not Relevant,34,34,100.0
2623,19549303,pk_random,Not Relevant,39,39,100.0
2622,19544367,2000V2_1103,Not Relevant,45,45,100.0
2601,19362776,2000V2_1103,Not Relevant,38,38,100.0
2602,19366879,pk_random,Not Relevant,45,45,100.0
2603,19371619,pk_random,Not Relevant,46,46,100.0
2604,19374511,pk_random,Not Relevant,43,43,100.0
2605,19379059,random_1000_pmids,Not Relevant,37,37,100.0
360,2554502,2000V2_1103,Not Relevant,43,43,100.0
359,2551541,2000V2_1103,Not Relevant,38,38,100.0
2608,19414517,2000V2_1103,Not Relevant,43,43,100.0
358,2540502,pk_random,Not Relevant,31,31,100.0
2610,19421041,pk_random,Not Relevant,31,31,100.0
2611,19428348,pk_random,Not Relevant,33,33,100.0
2612,19429509,random_1000_pmids,Not Relevant,54,54,100.0
2613,19437690,2000V2_1103,Not Relevant,42,42,100.0
2614,19447205,2000V2_1103,Not Relevant,47,47,100.0
2615,19449194,pk_random,Relevant,46,46,100.0
2616,19462966,pk_random,Not Relevant,36,36,100.0
2617,19472387,2000V2_1103,Not Relevant,39,39,100.0
2618,19481269,2000V2_1103,Not Relevant,38,38,100.0
2619,19496709,2000V2_1103,Not Relevant,47,47,100.0
2620,19519358,2000V2_1103,Not Relevant,47,47,100.0
357,2539685,2000V2_1103,Relevant,51,51,100.0
351,2507138,2000V2_1103,Not Relevant,41,41,100.0
2648,19740703,random_1000_pmids,Not Relevant,35,35,100.0
2649,19744810,2000V2_1103,Not Relevant,34,34,100.0
2650,19758414,random_1000_pmids,Not Relevant,36,36,100.0
2677,19951733,pk_random,Not Relevant,46,46,100.0
2678,19952143,random_1000_pmids,Not Relevant,46,46,100.0
2679,19952982,random_1000_pmids,Not Relevant,39,39,100.0
345,2468373,random_1000_pmids,Not Relevant,34,34,100.0
2681,19962299,2000V2_1103,Not Relevant,46,46,100.0
2682,19995926,pk_random,Relevant,37,37,100.0
2683,20041798,random_1000_pmids,Not Relevant,54,54,100.0
2684,20042053,random_1000_pmids,Not Relevant,42,42,100.0
2685,20055096,random_1000_pmids,Not Relevant,43,43,100.0
2686,20055704,2000V2_1103,Not Relevant,39,39,100.0
2687,20065597,pk_random,Not Relevant,41,41,100.0
2688,20068064,2000V2_1103,Not Relevant,37,37,100.0
2689,20073455,2000V2_1103,Not Relevant,38,38,100.0
2690,20073555,2000V2_1103,Not Relevant,38,38,100.0
2691,20078610,random_1000_pmids,Relevant,37,37,100.0
2692,20078709,2000V2_1103,Not Relevant,41,41,100.0
2693,20116874,2000V2_1103,Not Relevant,41,41,100.0
344,2460616,random_1000_pmids,Not Relevant,35,35,100.0
343,2444177,random_1000_pmids,Not Relevant,46,46,100.0
2696,20125740,pk_random,Not Relevant,43,43,100.0
2697,20129794,2000V2_1103,Not Relevant,38,38,100.0
2676,19949929,pk_random,Not Relevant,42,42,100.0
2699,20141884,2000V2_1103,Not Relevant,50,50,100.0
2675,19940033,random_1000_pmids,Not Relevant,38,38,100.0
346,2485469,pk_random,Not Relevant,34,34,100.0
2651,19771879,pk_random,Not Relevant,46,46,100.0
2652,19779035,random_1000_pmids,Not Relevant,42,42,100.0
2653,19783127,2000V2_1103,Not Relevant,30,30,100.0
2654,19801046,2000V2_1103,Not Relevant,45,45,100.0
2655,19819623,pk_random,Not Relevant,37,37,100.0
2656,19820270,2000V2_1103,Relevant,44,44,100.0
2657,19821348,pk_random,Not Relevant,39,39,100.0
2659,19834025,2000V2_1103,Not Relevant,38,38,100.0
2660,19838155,2000V2_1103,Not Relevant,41,41,100.0
2661,19847627,2000V2_1103,Not Relevant,38,38,100.0
2662,19854080,pk_random,Relevant,40,40,100.0
2663,19854672,random_1000_pmids,Not Relevant,46,46,100.0
348,2496951,pk_random,Relevant,36,36,100.0
2665,19856795,2000V2_1103,Relevant,47,47,100.0
2666,19886226,random_1000_pmids,Not Relevant,41,41,100.0
2667,19895114,random_1000_pmids,Not Relevant,39,39,100.0
2668,19904568,random_1000_pmids,Not Relevant,37,37,100.0
2669,19911259,2000V2_1103,Not Relevant,34,34,100.0
2670,19917526,random_1000_pmids,Not Relevant,39,39,100.0
2671,19918005,2000V2_1103,Not Relevant,45,45,100.0
2672,19933527,random_1000_pmids,Not Relevant,42,42,100.0
2674,19936599,2000V2_1103,Not Relevant,29,29,100.0
3177,24465481,random_1000_pmids,Not Relevant,38,38,100.0
235,1950587,2000V2_1103,Relevant,38,38,100.0
3179,24471758,random_1000_pmids,Not Relevant,30,30,100.0
104,1246013,2000V2_1103,Relevant,46,46,100.0
3717,28711678,pk_random,Relevant,50,50,100.0
3718,28719152,random_1000_pmids,Relevant,35,35,100.0
3719,28722322,pk_random,Not Relevant,37,37,100.0
3720,28723750,2000V2_1103,Not Relevant,35,35,100.0
3721,28728299,2000V2_1103,Not Relevant,44,44,100.0
3722,28731675,2000V2_1103,Not Relevant,50,50,100.0
3723,28737403,2000V2_1103,Not Relevant,36,36,100.0
3724,28752396,pk_random,Not Relevant,36,36,100.0
3715,28691813,pk_random,Not Relevant,33,33,100.0
3725,28765600,2000V2_1103,Not Relevant,38,38,100.0
100,1198671,2000V2_1103,Relevant,40,40,100.0
3728,28771735,random_1000_pmids,Not Relevant,40,40,100.0
99,1151163,2000V2_1103,Not Relevant,43,43,100.0
98,1150046,2000V2_1103,Not Relevant,54,54,100.0
3731,28791550,2000V2_1103,Not Relevant,37,37,100.0
3732,28798936,pk_random,Not Relevant,36,36,100.0
3733,28803266,2000V2_1103,Not Relevant,38,38,100.0
3734,28808314,random_1000_pmids,Not Relevant,37,37,100.0
3735,28808905,2000V2_1103,Relevant,39,39,100.0
103,1230153,random_1000_pmids,Not Relevant,50,50,100.0
3714,28689098,2000V2_1103,Not Relevant,41,41,100.0
3713,28683216,2000V2_1103,Not Relevant,38,38,100.0
106,1291520,2000V2_1103,Not Relevant,33,33,100.0
111,1319874,2000V2_1103,Relevant,36,36,100.0
3692,28521694,random_1000_pmids,Not Relevant,35,35,100.0
3693,28533679,2000V2_1103,Relevant,41,41,100.0
3694,28536023,2000V2_1103,Relevant,45,45,100.0
3695,28572726,random_1000_pmids,Not Relevant,34,34,100.0
3696,28579029,pk_random,Relevant,42,42,100.0
110,1317047,2000V2_1103,Not Relevant,46,46,100.0
3698,28590019,2000V2_1103,Not Relevant,42,42,100.0
3699,28590445,pk_random,Not Relevant,35,35,100.0
109,1313380,2000V2_1103,Not Relevant,39,39,100.0
3701,28601765,random_1000_pmids,Not Relevant,42,42,100.0
108,1309880,2000V2_1103,Not Relevant,37,37,100.0
3703,28610955,pk_random,Not Relevant,30,30,100.0
3704,28637741,pk_random,Not Relevant,41,41,100.0
3705,28640086,random_1000_pmids,Not Relevant,28,28,100.0
3706,28643076,2000V2_1103,Not Relevant,37,37,100.0
3707,28643902,random_1000_pmids,Not Relevant,44,44,100.0
3708,28646117,2000V2_1103,Not Relevant,40,40,100.0
3709,28653481,pk_random,Not Relevant,47,47,100.0
107,1294957,random_1000_pmids,Not Relevant,32,32,100.0
3711,28667670,2000V2_1103,Not Relevant,44,44,100.0
3736,28810733,pk_random,Not Relevant,37,37,100.0
96,1146275,2000V2_1103,Not Relevant,45,45,100.0
3738,28828572,2000V2_1103,Not Relevant,38,38,100.0
3739,28832521,2000V2_1103,Not Relevant,44,44,100.0
3765,29110389,2000V2_1103,Not Relevant,38,38,100.0
3766,29113803,random_1000_pmids,Not Relevant,34,34,100.0
3767,29115333,2000V2_1103,Not Relevant,41,41,100.0
3768,29117181,2000V2_1103,Not Relevant,32,32,100.0
87,965131,2000V2_1103,Relevant,33,33,100.0
3770,29164208,pk_random,Not Relevant,39,39,100.0
3771,29167066,2000V2_1103,Not Relevant,33,33,100.0
3772,29171502,random_1000_pmids,Not Relevant,39,39,100.0
3773,29198674,2000V2_1103,Not Relevant,41,41,100.0
3774,29209862,2000V2_1103,Not Relevant,44,44,100.0
3775,29212860,pk_random,Not Relevant,35,35,100.0
3776,29216348,2000V2_1103,Not Relevant,46,46,100.0
3777,29221899,random_1000_pmids,Not Relevant,32,32,100.0
3778,29228299,pk_random,Not Relevant,49,49,100.0
3779,29254680,2000V2_1103,Relevant,44,44,100.0
3780,29259982,2000V2_1103,Relevant,51,51,100.0
86,962181,2000V2_1103,Not Relevant,45,45,100.0
3782,29274697,random_1000_pmids,Not Relevant,32,32,100.0
3783,29281130,2000V2_1103,Not Relevant,31,31,100.0
3784,29285551,pk_random,Not Relevant,34,34,100.0
3785,29301023,2000V2_1103,Not Relevant,40,40,100.0
90,990648,random_1000_pmids,Relevant,46,46,100.0
3690,28521167,random_1000_pmids,Not Relevant,32,32,100.0
3763,29096571,2000V2_1103,Not Relevant,48,48,100.0
3761,29072917,2000V2_1103,Not Relevant,37,37,100.0
3740,28856728,2000V2_1103,Not Relevant,33,33,100.0
3741,28864252,2000V2_1103,Not Relevant,44,44,100.0
3742,28888355,2000V2_1103,Not Relevant,39,39,100.0
95,1130521,2000V2_1103,Not Relevant,42,42,100.0
3744,28901664,2000V2_1103,Not Relevant,37,37,100.0
3745,28905411,2000V2_1103,Not Relevant,40,40,100.0
3746,28916621,2000V2_1103,Not Relevant,46,46,100.0
3747,28917923,2000V2_1103,Not Relevant,40,40,100.0
3748,28924948,random_1000_pmids,Not Relevant,58,58,100.0
3749,28933337,2000V2_1103,Relevant,36,36,100.0
94,1092161,2000V2_1103,Not Relevant,34,34,100.0
92,1030192,2000V2_1103,Not Relevant,40,40,100.0
3752,28974738,2000V2_1103,Not Relevant,39,39,100.0
3753,28976319,random_1000_pmids,Not Relevant,29,29,100.0
3754,28978313,pk_random,Not Relevant,37,37,100.0
3755,28989080,2000V2_1103,Not Relevant,48,48,100.0
3756,29017426,2000V2_1103,Relevant,30,30,100.0
3757,29023867,2000V2_1103,Relevant,43,43,100.0
91,1001486,2000V2_1103,Not Relevant,40,40,100.0
3759,29049469,pk_random,Not Relevant,42,42,100.0
3760,29059459,pk_random,Not Relevant,41,41,100.0
3762,29083536,random_1000_pmids,Not Relevant,41,41,100.0
3689,28508378,2000V2_1103,Relevant,41,41,100.0
3688,28499633,2000V2_1103,Not Relevant,47,47,100.0
112,1321926,2000V2_1103,Not Relevant,48,48,100.0
3612,27884077,random_1000_pmids,Not Relevant,43,43,100.0
131,1469954,2000V2_1103,Relevant,32,32,100.0
3614,27903648,2000V2_1103,Not Relevant,43,43,100.0
3615,27937081,pk_random,Relevant,38,38,100.0
3616,27940270,2000V2_1103,Not Relevant,31,31,100.0
130,1469617,random_1000_pmids,Not Relevant,44,44,100.0
3618,27956798,random_1000_pmids,Not Relevant,38,38,100.0
3619,27957743,2000V2_1103,Relevant,39,39,100.0
3621,27998190,2000V2_1103,Not Relevant,42,42,100.0
3622,28004575,pk_random,Not Relevant,41,41,100.0
3623,28017769,pk_random,Not Relevant,39,39,100.0
3624,28028770,pk_random,Not Relevant,34,34,100.0
3625,28032446,pk_random,Not Relevant,39,39,100.0
3626,28040371,random_1000_pmids,Not Relevant,45,45,100.0
3627,28041837,2000V2_1103,Not Relevant,52,52,100.0
3628,28042085,random_1000_pmids,Not Relevant,41,41,100.0
129,1467998,2000V2_1103,Not Relevant,46,46,100.0
3630,28074473,pk_random,Not Relevant,41,41,100.0
3631,28079236,pk_random,Not Relevant,46,46,100.0
3632,28087835,random_1000_pmids,Not Relevant,40,40,100.0
128,1457267,random_1000_pmids,Relevant,42,42,100.0
3610,27861439,pk_random,Not Relevant,57,57,100.0
3634,28101657,pk_random,Relevant,38,38,100.0
3609,27843598,2000V2_1103,Not Relevant,43,43,100.0
132,1471769,random_1000_pmids,Not Relevant,38,38,100.0
3586,27629123,pk_random,Not Relevant,42,42,100.0
3587,27655494,random_1000_pmids,Not Relevant,47,47,100.0
138,1490823,random_1000_pmids,Not Relevant,34,34,100.0
3589,27663475,random_1000_pmids,Not Relevant,46,46,100.0
135,1479539,2000V2_1103,Relevant,35,35,100.0
3591,27672116,2000V2_1103,Not Relevant,40,40,100.0
3592,27693181,random_1000_pmids,Not Relevant,42,42,100.0
3593,27693856,pk_random,Not Relevant,34,34,100.0
3594,27709289,pk_random,Not Relevant,46,46,100.0
3595,27713355,random_1000_pmids,Not Relevant,33,33,100.0
3596,27726640,2000V2_1103,Not Relevant,32,32,100.0
3597,27734286,2000V2_1103,Not Relevant,41,41,100.0
134,1473872,random_1000_pmids,Not Relevant,34,34,100.0
3599,27736030,2000V2_1103,Not Relevant,41,41,100.0
3600,27761779,pk_random,Not Relevant,41,41,100.0
133,1472557,2000V2_1103,Not Relevant,29,29,100.0
3602,27770912,random_1000_pmids,Not Relevant,37,37,100.0
3603,27789338,2000V2_1103,Not Relevant,38,38,100.0
3604,27802518,random_1000_pmids,Not Relevant,39,39,100.0
3605,27816003,pk_random,Not Relevant,50,50,100.0
3606,27821250,2000V2_1103,Not Relevant,35,35,100.0
3608,27837664,random_1000_pmids,Not Relevant,41,41,100.0
3786,29304362,random_1000_pmids,Not Relevant,41,41,100.0
3635,28111103,2000V2_1103,Relevant,50,50,100.0
3637,28125921,2000V2_1103,Not Relevant,35,35,100.0
118,1361780,2000V2_1103,Not Relevant,40,40,100.0
3666,28350697,2000V2_1103,Not Relevant,35,35,100.0
3667,28363098,pk_random,Relevant,51,51,100.0
3668,28366660,pk_random,Relevant,33,33,100.0
3669,28369613,2000V2_1103,Not Relevant,47,47,100.0
3670,28385095,random_1000_pmids,Not Relevant,33,33,100.0
3672,28394925,2000V2_1103,Not Relevant,39,39,100.0
115,1335926,2000V2_1103,Not Relevant,39,39,100.0
3674,28406546,random_1000_pmids,Not Relevant,39,39,100.0
3675,28411971,random_1000_pmids,Not Relevant,41,41,100.0
114,1332353,2000V2_1103,Not Relevant,31,31,100.0
3677,28414026,pk_random,Not Relevant,32,32,100.0
3678,28417339,random_1000_pmids,Not Relevant,38,38,100.0
3679,28417527,random_1000_pmids,Relevant,34,34,100.0
3680,28428543,2000V2_1103,Not Relevant,42,42,100.0
3681,28431349,pk_random,Not Relevant,40,40,100.0
3682,28431776,pk_random,Not Relevant,53,53,100.0
3683,28441967,2000V2_1103,Not Relevant,40,40,100.0
3684,28456943,pk_random,Not Relevant,39,39,100.0
113,1330991,2000V2_1103,Not Relevant,33,33,100.0
3686,28473642,2000V2_1103,Not Relevant,45,45,100.0
119,1362930,2000V2_1103,Not Relevant,32,32,100.0
3636,28120466,2000V2_1103,Not Relevant,38,38,100.0
3663,28301098,pk_random,Relevant,35,35,100.0
3661,28290483,2000V2_1103,Not Relevant,35,35,100.0
3638,28126271,2000V2_1103,Not Relevant,38,38,100.0
3639,28126392,2000V2_1103,Not Relevant,32,32,100.0
127,1446488,2000V2_1103,Not Relevant,43,43,100.0
3641,28137814,random_1000_pmids,Relevant,39,39,100.0
3644,28153492,random_1000_pmids,Not Relevant,42,42,100.0
3645,28164202,random_1000_pmids,Not Relevant,42,42,100.0
126,1438796,2000V2_1103,Not Relevant,47,47,100.0
3647,28185961,2000V2_1103,Not Relevant,41,41,100.0
3648,28211134,pk_random,Not Relevant,38,38,100.0
125,1435091,random_1000_pmids,Relevant,27,27,100.0
3650,28240179,random_1000_pmids,Not Relevant,39,39,100.0
3651,28253084,2000V2_1103,Not Relevant,41,41,100.0
3652,28254086,random_1000_pmids,Not Relevant,43,43,100.0
3653,28255359,2000V2_1103,Not Relevant,38,38,100.0
3654,28255849,random_1000_pmids,Relevant,33,33,100.0
3655,28265983,2000V2_1103,Not Relevant,38,38,100.0
3656,28274484,random_1000_pmids,Not Relevant,36,36,100.0
122,1396345,2000V2_1103,Not Relevant,38,38,100.0
3658,28282291,pk_random,Not Relevant,40,40,100.0
121,1394121,random_1000_pmids,Not Relevant,43,43,100.0
120,1379782,random_1000_pmids,Not Relevant,35,35,100.0
3662,28294333,2000V2_1103,Not Relevant,47,47,100.0
85,960284,2000V2_1103,Not Relevant,38,38,100.0
3788,29325818,2000V2_1103,Not Relevant,47,47,100.0
3789,29329497,random_1000_pmids,Relevant,42,42,100.0
